workingday_0,workingday_1,weather_1,weather_2,weather_3,weather_4,holiday_0,holiday_1,count1,count2,count3,count4,count5,count6,season,year,hour,weekday,temp,humidity,windspeed
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8873541689894918,-0.8351615650256485,-0.8102932488460863,-0.5872346916777651,-0.521483518287847,-0.1471638187724395,2,2011,3,6,0.2,0.47,0.194
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.575141676778008,-0.8869588506978748,-0.8347632925999403,-0.8101777341726496,-0.5871755066767027,-0.5214359384300489,2,2011,4,6,0.22,0.44,0.2239
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.8481055055548004,-1.5745633937834833,-0.8865466865172023,-0.834646539458741,-0.8101153911802618,-0.5871273736318235,2,2011,5,6,0.2,0.51,0.194
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.6544345869071413,-1.8474546089328527,-1.5739668177422101,-0.8864273125362263,-0.8345838498653829,-0.8100653807761038,2,2011,6,6,0.18,0.55,0.194
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.5042117516605418,-1.6538352104737561,-1.8467848449273152,-1.5738126523370561,-0.8863638894674911,-0.8345336334142537,2,2011,7,6,0.2,0.51,0.194
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5543189026921729,-1.503652337390048,-1.6532173741552552,-1.846616871768684,-1.573739492445337,-0.8863132369807102,2,2011,8,6,0.22,0.44,0.1343
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.23381450595982492,-0.5540121781855053,-1.503074779314811,-1.6530591977536242,-1.8465398476013684,-1.5736830516225244,2,2011,9,6,0.24,0.41,0.1343
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.04591532585941093,-0.2335930417858395,-0.5536893085215374,-1.5029242018682687,-1.6529849153334772,-1.846481109548165,2,2011,10,6,0.26,0.41,0.1642
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.19613816110600998,0.04606237651905703,-0.23335610682039815,-0.5535867809809008,-1.5028520461124453,-1.652927807191175,2,2011,11,6,0.28,0.38,0.1642
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.395173344279242,0.1962452496027648,0.046224309397128197,-0.23326979185165522,-0.5535280726029654,-1.5027962022272576,2,2011,12,6,0.3,0.36,0.194
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5978006473917221,0.3952274855899181,0.1963669042375721,0.0462964743571491,-0.2332156207683658,-0.5534802229004891,2,2011,13,6,0.32,0.33,0.2239
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.632480158195832,0.597800885943341,0.39529577425334866,0.19643147024250426,0.046346685380354684,-0.23317046839191957,2,2011,14,6,0.34,0.29,0.2239
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5643611416965889,0.6324711713307061,0.5978148455043201,0.3953502721523531,0.19647955460138636,0.046389483584551056,2,2011,15,6,0.34,0.29,0.194
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5736469666553905,0.5643702757997489,0.6324758325065885,0.5978590935916126,0.39539553882361483,0.19652108854846817,2,2011,16,6,0.34,0.23,0.194
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6573655570813866,0.5736536305505493,0.564393201271555,0.6325183263463016,0.5979014917225769,0.39543539771479747,2,2011,17,6,0.32,0.24,0.2239
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5225732604587838,0.6573499502216222,0.573674066276266,0.5644391408813217,0.6325602335287476,0.5979396453270157,2,2011,18,6,0.32,0.21,0.1642
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.33221051375567345,0.5225935109419146,0.6573479390420776,0.5737195361667208,0.5644820124063853,0.6325980952746405,2,2011,19,6,0.28,0.45,0.2537
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2627456852687206,0.332281404390015,0.5226276407186005,0.6573891740649924,0.5737622762348549,0.5645204474336378,2,2011,20,6,0.28,0.45,0.2537
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0634943085513113,0.26283505488321623,0.33236657485573773,0.5226756941496931,0.6574307289515315,0.5738006331137336,2,2011,21,6,0.26,0.44,0.194
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4073880624455697,-0.06331815282501524,0.26293885048842247,0.3324242577014291,0.5227191572545655,0.6574683812649333,2,2011,22,6,0.28,0.41,0.2239
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.2651323217928683,-0.4071204243678198,-0.0631268846740279,0.2630000471814663,0.3324704157205685,0.5227579439635452,2,2011,23,6,0.26,0.44,0.2836
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5543189026921729,-0.2649025264776442,-0.4068369502865321,-0.06304918527647091,0.263047188595522,0.3325108044992766,2,2011,0,0,0.26,0.41,0.1642
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.7425386851919672,-0.5540121781855053,-0.26465719447587643,-0.40674185517688605,-0.06299742537046223,0.2630881619817798,2,2011,1,0,0.24,0.52,0.194
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.037577004236091,-0.7421818906037752,-0.5536893085215374,-0.2645692953093942,-0.4066852268593854,-0.0629537063880867,2,2011,2,0,0.22,0.55,0.194
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0047308979941114,-1.0371417237815825,-0.7418085548294177,-0.5535867809809008,-0.26451468086819907,-0.40663861370899407,2,2011,3,0,0.2,0.69,0.2239
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.2776947267709036,-1.004304355235479,-1.0366892813576463,-0.7416965062750703,-0.5535280726029654,-0.264469264924823,2,2011,4,0,0.18,0.74,0.1642
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.8481055055548004,-1.2771955703848483,-1.0038607196181464,-1.0365623084215816,-0.7416351333202367,-0.5534802229004891,2,2011,6,0,0.16,0.86,0.1343
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.5877040817560433,-1.8474546089328527,-1.2766787468032514,-1.0037354081877092,-1.0364967586885228,-0.7415856995829581,2,2011,7,0,0.16,0.86,0.1642
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.7443294741953546,-2.5868564376906873,-1.8467848449273152,-1.2765396276193373,-1.003670323448153,-1.0364448419446273,2,2011,8,0,0.2,0.69,0.2239
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.2776947267709036,-1.7437061839933137,-2.585988370069585,-1.846616871768684,-1.2764706786041846,-1.0036186831330938,2,2011,9,0,0.22,0.55,0.1343
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.36890835315231363,-1.2771955703848483,-1.743064244760416,-2.585782984646999,-1.8465398476013684,-1.2764167410587342,2,2011,10,0,0.22,0.55,0.2239
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.05562039848742868,-0.3686509514171828,-1.2766787468032514,-1.7429015210660244,-2.5856954901813225,-1.846481109548165,2,2011,11,0,0.24,0.48,0.1642
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.09772639427213761,-0.055446337372621265,-0.3683777946427752,-1.2765396276193373,-1.742825966028107,-2.5856305277564355,2,2011,12,0,0.26,0.44,0.2239
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.37483307696007756,0.09785966219128303,-0.055257180400433537,-0.3682846460120534,-1.2764706786041846,-1.7427681013413645,2,2011,13,0,0.3,0.39,0.2239
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3052784569910283,0.37489262917299454,0.0980077033143899,-0.05517987930110364,-0.3682285624414602,-1.2764167410587342,2,2011,14,0,0.32,0.36,0.1642
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.37895059215672955,0.30535651207036024,0.37496637153614915,0.0980772474346342,-0.055128230863924536,-0.3681822731316232,2,2011,15,0,0.32,0.36,0.2836
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.41101434893702254,0.3790090490314263,0.3054489036481874,0.37502189833849975,0.09812672498246253,-0.05508457814741865,2,2011,16,0,0.34,0.34,0.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.28670592364865655,0.4110642762358445,0.37908168739279274,0.3055079488399526,0.3750674529614618,0.09816908715100729,2,2011,17,0,0.32,0.31,0.2537
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3581064616031947,0.2867889193789988,0.41112831755673157,0.37913700591247446,0.3055544881289848,0.3751074830338608,2,2011,18,0,0.3,0.33,0.194
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.257849579062442,0.3581704634174417,0.28688629068587157,0.4111820141455839,0.37918250224488,0.3055951035646077,2,2011,19,0,0.3,0.31,0.2239
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06581465547510623,0.25794025113533836,0.3582486905760085,0.28694627536094847,0.4112270565599982,0.3792224976647718,2,2011,20,0,0.28,0.36,0.1642
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.33250967066612686,0.06595641253041964,0.2580453595007285,0.3583050634867332,0.28699307757634596,0.41126678213521184,2,2011,21,0,0.26,0.41,0.1642
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.6418721819291059,-0.3322619516804671,0.06611300993444165,0.25810680386112006,0.3583508549038955,0.2870338493161511,2,2011,22,0,0.26,0.41,0.1642
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7646131754592987,-0.641542166566552,-0.3319985542411517,0.0661841682957534,0.258154014588036,0.35839102574545545,2,2011,23,0,0.26,0.44,0.194
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0721082468673704,-0.7642505086322133,-0.6411958218278803,-0.3319072468215417,0.06623409760949527,0.2581950291793283,2,2011,0,1,0.22,0.55,0.194
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.381470758130349,-1.0716637804383022,-0.7638712541725411,-0.6410888654436813,-0.3318516785373185,0.06627672834335332,2,2011,1,1,0.22,0.44,0.194
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.8481055055548004,-1.380943995324387,-1.0712020793834218,-0.7637580889899537,-0.6410289175974917,-0.3318056955543673,2,2011,2,1,0.22,0.44,0.1642
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.9708464990849932,-1.8474546089328527,-1.38039934697015,-1.0710733596998572,-0.7636964035324912,-0.6409803310572637,2,2011,3,1,0.22,0.44,0.1642
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.5877040817560433,-1.970162950998514,-1.8467848449273152,-1.3802549783219964,-1.0710073211172728,-0.7636467840189868,2,2011,5,1,0.18,0.43,0.194
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.6544345869071413,-2.5868564376906873,-1.969460277271976,-1.846616871768684,-1.3801845601774456,-1.0709551137626383,2,2011,6,1,0.18,0.34,0.2836
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5709422568116397,-1.6538352104737561,-2.585988370069585,-1.9692860953149565,-1.8465398476013684,-1.3801297492655344,2,2011,7,1,0.2,0.32,0.3284
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.11007924793443377,-0.5706311101731169,-1.6532173741552552,-2.585782984646999,-1.969207333536368,-1.846481109548165,2,2011,8,1,0.2,0.34,0.2239
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6734590318850159,0.11020922975696534,-0.5703037834004812,-1.6530591977536242,-2.5856954901813225,-1.969147562509888,2,2011,9,1,0.22,0.32,0.2239
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1742431700094566,0.6734391438514837,0.1103539587921064,-0.5702004149748939,-1.6529849153334772,-2.5856305277564355,2,2011,10,1,0.24,0.3,0.194
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.20388906215573063,0.17435608299487365,0.6734328176362653,0.11042287804876025,-0.5701414712646,-1.652927807191175,2,2011,11,1,0.26,0.3,0.2836
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.33250967066612686,-0.2036755587252496,0.17448360818708458,0.6734732385779384,0.1104721807205577,-0.5700934816619968,2,2011,12,1,0.26,0.25,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.11277569193575429,-0.3322619516804671,-0.2034466474687426,0.1745492817403714,0.673514565633478,0.11051443892898812,2,2011,13,1,0.3,0.24,0.2239
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.07952391431300526,-0.11258642641381975,-0.3319985542411517,-0.20336184626522125,0.1745976760607607,0.6735520825061528,2,2011,14,1,0.32,0.22,0.2239
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.10430750938718872,-0.07934349440333469,-0.11238194477538171,-0.3319072468215417,-0.20330809882840073,0.17463939427342517,2,2011,15,1,0.32,0.24,0.2836
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.1752374345046546,-0.10412049656465133,-0.07914792834145228,-0.11230175250103648,-0.3318516785373185,-0.20326319830085068,2,2011,16,1,0.34,0.23,0.2239
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.23282024146462632,-0.17503155295808628,-0.10391828544331633,-0.07906941809344054,-0.11224929493172194,-0.3318056955543673,2,2011,17,1,0.34,0.23,0.2985
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6681371730560342,0.2329175718226263,-0.17481032387071518,-0.10383852152820665,-0.07901743126060921,-0.11220516120321639,2,2011,18,1,0.32,0.21,0.2836
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6380902876288066,0.6681187007392875,0.23302939113676693,-0.17472697199699366,-0.1037861838406776,-0.07897357737502077,2,2011,19,1,0.3,0.22,0.1343
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.41491703601746377,0.6380798083613711,0.6681138014384538,0.23309210159503235,-0.174673630173569,-0.10374212137936667,2,2011,20,1,0.32,0.22,0.1045
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.12220951550244978,0.41496592512647545,0.6380829653308013,0.668154491583981,0.2331396666555569,-0.17462897077463324,2,2011,21,1,0.32,0.21,0.1343
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.28685070962607506,0.12233627044054882,0.4150289200459991,0.6381251753846204,0.6681958939796464,0.23318089189071092,2,2011,22,1,0.3,0.22,0.2239
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5709422568116397,-0.28661513680205275,0.12247774706824356,0.415082419219167,0.6381670031459712,0.668233455640438,2,2011,23,1,0.28,0.24,0.2985
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0721082468673704,-0.5706311101731169,-0.28636398159433224,0.12254605272072525,0.4151274063842887,0.6382048176776969,2,2011,0,2,0.26,0.28,0.3284
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.18779983948269,-1.0716637804383022,-0.5703037834004812,-0.2862749838128926,0.12259518366758335,0.4151670991149624,2,2011,1,2,0.24,0.32,0.2985
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.121069334331592,-1.1873245968652903,-1.0712020793834218,-0.5702004149748939,-0.2862200619103153,0.12263733978915695,2,2011,2,2,0.24,0.32,0.2985
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.3147402529792513,-2.1203458240822215,-1.18683187619809,-1.0710733596998572,-0.5701414712646,-0.2861744631876281,2,2011,3,2,0.24,0.32,0.2985
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.3147402529792513,-2.3139652225413183,-2.11960287211242,-1.1866973043069367,-1.0710073211172728,-0.5700934816619968,2,2011,4,2,0.2,0.44,0.1642
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.5877040817560433,-2.3139652225413183,-2.31317034288448,-2.1194210912003113,-1.1866296279095545,-1.0709551137626383,2,2011,5,2,0.22,0.37,0.2537
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.6544345869071413,-2.5868564376906873,-2.31317034288448,-2.3129787652153713,-2.1193402027573995,-1.1865764469085445,2,2011,6,2,0.22,0.41,0.2985
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4207194215650406,-1.6538352104737561,-2.585988370069585,-2.3129787652153713,-2.3128951350252906,-2.119279167473805,2,2011,7,2,0.22,0.41,0.3582
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.23790110811776974,-0.4204482370894091,-1.6532173741552552,-2.585782984646999,-2.3128951350252906,-2.312832469830795,2,2011,8,2,0.24,0.35,0.3582
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7556904522929672,0.23799708686753726,-0.4201611885600372,-1.6530591977536242,-2.5856954901813225,-2.312832469830795,2,2011,9,2,0.28,0.28,0.3881
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.41101434893702254,0.7556486891203342,0.23810754388291214,-0.42006541908953876,-1.6529849153334772,-2.5856305277564355,2,2011,10,2,0.3,0.24,0.2985
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.30929317565332837,0.4110642762358445,0.7556203147447966,0.23816999732780508,-0.4200086020435683,-1.652927807191175,2,2011,11,2,0.34,0.25,0.3881
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.09594452437552142,-0.30905163270178454,0.41112831755673157,0.7556565760467615,0.23821749045986534,-0.4199618766980797,2,2011,12,2,0.34,0.25,0.1642
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.08514263282640247,-0.09575973626781346,-0.308794460145872,0.4111820141455839,0.7556967389741727,0.23825867293506342,2,2011,13,2,0.34,0.25,0.2985
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07231916632703467,0.08527924826807236,-0.0955597674576701,-0.30870432712230256,0.4112270565599982,0.7557335637972126,2,2011,14,2,0.36,0.25,0.2537
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.05562039848742868,0.07245919305738273,0.0854306633909034,-0.09548042658042552,-0.3086490875077625,0.41126678213521184,2,2011,15,2,0.38,0.25,0.2239
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.047837518325112766,-0.055446337372621265,0.07261404645044944,0.08550084405510532,-0.09542820728542868,-0.30860329991201024,2,2011,16,2,0.38,0.22,0.1642
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25291760362654087,-0.04766552760608972,-0.055257180400433537,0.07268487578398217,0.085550499747864,-0.09538421520598268,2,2011,17,2,0.4,0.2,0.1343
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7832661148772021,0.2530095876997428,-0.04747845740546342,-0.05517987930110364,0.07273471301511125,0.08559296781981492,2,2011,18,2,0.36,0.21,0.0896
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7719132044154795,0.7832170160480545,0.25311601844269327,-0.047401549999653673,-0.055128230863924536,0.07277728900779692,2,2011,19,2,0.34,0.23,0.194
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4780188306525825,0.771867125678826,0.7831812479946921,0.2531777122848615,-0.04735001174261827,-0.05508457814741865,2,2011,20,2,0.36,0.21,0.0896
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.23282024146462632,0.4780509334708029,0.7718344016053524,0.78321611439407,0.25322499283242883,-0.047306424525885446,2,2011,21,2,0.34,0.42,0.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.07952391431300526,0.2329175718226263,0.47809700932851734,0.7718698422866401,0.7832558869402337,0.25326604893062665,2,2011,22,2,0.34,0.49,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.35655549949001747,-0.07934349440333469,0.23302939113676693,0.47814731652556075,0.7719097755529075,0.7832924796898505,2,2011,23,2,0.32,0.57,0.1045
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6608371440998534,-0.35630138385150045,-0.07914792834145228,0.23309210159503235,0.47819141037552715,0.7719464638472382,2,2011,0,3,0.32,0.57,0.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.440047829585519,-0.6605020836926747,-0.3560315391650587,-0.07906941809344054,0.2331396666555569,0.4782305720491703,2,2011,1,3,0.32,0.39,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.5042117516605418,-1.4395054841521397,-0.6601506540056423,-0.3559390153979273,-0.07901743126060921,0.23318089189071092,2,2011,2,3,0.32,0.57,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.121069334331592,-1.503652337390048,-1.4389451299198328,-0.6600427382872944,-0.35588310670336504,-0.07897357737502077,2,2011,3,3,0.32,0.49,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.121069334331592,-2.1203458240822215,-1.503074779314811,-1.4387977981766575,-0.6599825219592301,-0.35583692135364237,2,2011,4,3,0.32,0.57,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-3.0543388291804945,-2.1203458240822215,-2.11960287211242,-1.5029242018682687,-1.4387265507722422,-0.6599337758121866,2,2011,5,3,0.3,0.56,0.194
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.7443294741953546,-3.053367051299153,-2.11960287211242,-2.1194210912003113,-1.5028520461124453,-1.4386712468828204,2,2011,6,3,0.3,0.49,0.1343
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4482012632814465,-1.7437061839933137,-3.0523738680267503,-2.1194210912003113,-2.1193402027573995,-1.5027962022272576,2,2011,7,3,0.32,0.45,0.1045
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.25291760362654087,-0.4479227681074553,-1.743064244760416,-3.052144878093687,-2.1193402027573995,-2.119279167473805,2,2011,8,3,0.32,0.49,0.1642
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6969001029535434,0.2530095876997428,-0.44762835105581994,-1.7429015210660244,-3.052050777605245,-2.119279167473805,2,2011,9,3,0.32,0.45,0.2239
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3365962728240723,0.696873979144346,0.25311601844269327,-0.44753119142862124,-1.742825966028107,-3.0519818880390663,2,2011,10,3,0.34,0.46,0.2239
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.25453034463378776,0.33666599676216546,0.6968613678316502,0.2531777122848615,-0.4474739853296002,-1.7427681013413645,2,2011,11,3,0.34,0.46,0.2537
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.02501459925805554,-0.2543033696483591,0.3367499913036663,0.696900603017203,0.25322499283242883,-0.44742702870027345,2,2011,12,3,0.34,0.46,0.1642
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.10430750938718872,-0.024848679874378516,-0.2540608802837603,0.33680745229769216,0.6969415982237966,0.25326604893062665,2,2011,13,3,0.36,0.46,0.2239
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.032314628214236675,-0.10412049656465133,-0.024667729030271254,-0.25397351741356183,0.33685354822881863,0.6969789178192678,2,2011,14,3,0.36,0.46,0.2985
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.10430750938718872,0.032465296920991524,-0.10391828544331633,-0.02459197611163851,-0.2539190530617093,0.33689390009751174,2,2011,15,3,0.28,0.81,0.2985
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.19420239667540182,-0.10412049656465133,0.03263087646308291,-0.10383852152820665,-0.0245407609525373,-0.2538737263432838,2,2011,16,3,0.28,0.87,0.2537
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.6418721819291059,-0.1939914700842086,-0.10391828544331633,0.03270372940832532,-0.1037861838406776,-0.024497365810716112,2,2011,17,3,0.26,0.93,0.1045
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.14583340032254627,-0.641542166566552,-0.193765156048477,-0.10383852152820665,0.03275413297295384,-0.10374212137936667,2,2011,18,3,0.26,0.93,0.2239
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0634943085513113,0.1459538708530068,-0.6411958218278803,-0.19368084484060658,-0.1037861838406776,0.03279704563896777,2,2011,19,3,0.26,0.93,0.2239
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.1752374345046546,-0.06331815282501524,0.14608901336659658,-0.6410888654436813,-0.1936272345353071,-0.10374212137936667,2,2011,20,3,0.24,0.93,0.2985
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5067783347366168,-0.17503155295808628,-0.0631268846740279,0.14615612401540604,-0.6410289175974917,-0.19358241552955582,2,2011,21,3,0.24,0.93,0.2537
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.8355431005767648,-0.5064842569352085,-0.17481032387071518,-0.06304918527647091,0.14620492052527295,-0.6409803310572637,2,2011,22,3,0.24,0.93,0.2239
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.9148360107058977,-0.8351615650256485,-0.5061741340055029,-0.17472697199699366,-0.06299742537046223,0.14624687783110452,2,2011,23,3,0.24,0.93,0.2836
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.381470758130349,-0.914433381715921,-0.8347632925999403,-0.5060740112832828,-0.174673630173569,-0.0629537063880867,2,2011,0,4,0.24,0.93,0.2239
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.3147402529792513,-1.380943995324387,-0.914013849012985,-0.834646539458741,-0.5060159759243971,-0.17462897077463324,2,2011,1,4,0.24,0.93,0.194
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.9708464990849932,-2.3139652225413183,-1.38039934697015,-0.9138930848753088,-0.8345838498653829,-0.5059685263175598,2,2011,2,4,0.24,0.93,0.194
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.9708464990849932,-1.970162950998514,-2.31317034288448,-1.3802549783219964,-0.9138292727535229,-0.8345336334142537,2,2011,3,4,0.24,0.93,0.2239
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-3.0543388291804945,-1.970162950998514,-1.969460277271976,-2.3129787652153713,-1.3801845601774456,-0.913778388982904,2,2011,4,4,0.24,0.93,0.2537
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.5877040817560433,-3.053367051299153,-1.969460277271976,-1.9692860953149565,-2.3128951350252906,-1.3801297492655344,2,2011,5,4,0.24,0.93,0.2239
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.6544345869071413,-2.5868564376906873,-3.0523738680267503,-1.9692860953149565,-1.969207333536368,-2.312832469830795,2,2011,6,4,0.24,0.93,0.2985
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.6418721819291059,-1.6538352104737561,-2.585988370069585,-3.052144878093687,-1.969207333536368,-1.969147562509888,2,2011,7,4,0.24,0.93,0.2537
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.010218143508071608,-0.641542166566552,-1.6532173741552552,-2.585782984646999,-3.052050777605245,-1.969147562509888,2,2011,8,4,0.24,1.0,0.2537
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4850682315674557,-0.010056160266153085,-0.6411958218278803,-1.6530591977536242,-2.5856954901813225,-3.0519818880390663,2,2011,9,4,0.26,0.93,0.2537
